Ticker,Date,Time,Open,High,Low,Close,Volume,OI 
NIFTY1,2018-10-15,11:14:59,10421.8496,10422.7002,10405.5498,10418.5996,474600,20054924
NIFTY1,2018-10-15,11:29:59,10418.9004,10419.2998,10409.0000,10418.2500,310575,20141250
NIFTY1,2018-10-15,11:44:59,10419.0000,10428.2998,10408.0000,10415.9004,411300,20160150
NIFTY1,2018-10-15,11:59:59,10415.9004,10432.2002,10415.0000,10431.6504,330150,20220676
NIFTY1,2018-10-15,12:14:59,10431.5996,10457.7002,10423.5996,10451.5996,569775,20283224
NIFTY1,2018-10-15,12:29:59,10451.2500,10482.9502,10446.2500,10471.2500,617250,20284350
NIFTY1,2018-10-15,12:44:59,10470.7002,10476.9004,10456.0000,10466.2002,361800,20266876
NIFTY1,2018-10-15,12:59:59,10466.0000,10474.0000,10451.3496,10474.0000,352275,20314576
NIFTY1,2018-10-15,13:14:59,10474.0000,10479.0996,10465.2002,10470.0000,429150,20316524
NIFTY1,2018-10-15,13:29:59,10471.3496,10531.9502,10471.3496,10516.0000,1414800,20419576
NIFTY1,2018-10-15,13:44:59,10517.1504,10531.4004,10502.2998,10510.4502,509400,20444476
NIFTY1,2018-10-15,13:59:59,10511.1504,10511.1504,10441.0996,10451.0000,909825,20411700
NIFTY1,2018-10-15,14:14:59,10450.9004,10478.7002,10446.2002,10467.0000,401475,20361824
NIFTY1,2018-10-15,14:29:59,10467.0000,10470.0000,10445.2998,10448.5000,279000,20400076
NIFTY1,2018-10-15,14:44:59,10449.0498,10505.2998,10440.9502,10491.7500,676800,20413876
NIFTY1,2018-10-15,14:59:59,10491.0000,10515.0000,10486.0000,10508.0996,491325,20460524
NIFTY1,2018-10-15,15:14:59,10508.2002,10522.2500,10493.5996,10514.2002,398250,20415676
NIFTY1,2018-10-15,15:29:59,10517.1504,10529.1504,10514.0000,10519.0000,495750,20418676
NIFTY1,2018-10-16,09:29:59,10531.0498,10570.0000,10516.2500,10568.0000,1298550,20202150
NIFTY1,2018-10-16,09:44:59,10569.0000,10582.0000,10563.6504,10576.0498,671925,20382450
NIFTY1,2018-10-16,09:59:59,10574.3496,10585.0000,10569.0996,10576.4004,401700,20516250
NIFTY1,2018-10-16,10:14:59,10576.1504,10583.0996,10568.5996,10581.2002,294150,20646976
NIFTY1,2018-10-16,10:29:59,10581.2002,10593.9502,10581.2002,10585.5996,452250,20797800
NIFTY1,2018-10-16,10:44:59,10586.0000,10597.0000,10580.8496,10581.1504,290400,20840924
NIFTY1,2018-10-16,10:59:59,10581.2002,10587.6504,10575.0000,10576.5996,199725,20860876
NIFTY1,2018-10-16,11:14:59,10577.5498,10594.5996,10575.0000,10578.5000,184425,20875200
NIFTY1,2018-10-16,11:29:59,10578.2998,10579.0000,10558.6504,10564.0000,335625,20859076
NIFTY1,2018-10-16,11:44:59,10564.0000,10565.0000,10548.0000,10548.0000,352350,20860650
NIFTY1,2018-10-16,11:59:59,10549.9502,10562.7998,10545.0000,10556.0000,371025,20906700
NIFTY1,2018-10-16,12:14:59,10556.9502,10561.6504,10538.0498,10548.9502,333075,20904900
NIFTY1,2018-10-16,12:29:59,10550.0000,10559.0000,10546.0000,10557.0000,138825,20936250
NIFTY1,2018-10-16,12:44:59,10557.0000,10570.7500,10532.2998,10567.7998,502950,20931824
NIFTY1,2018-10-16,12:59:59,10567.7002,10596.0000,10563.0000,10595.4004,496125,20909776
NIFTY1,2018-10-16,13:14:59,10598.9502,10599.0000,10576.3496,10578.5996,307650,20948176
NIFTY1,2018-10-16,13:29:59,10578.5996,10592.0000,10573.0996,10575.0000,188925,20985600
NIFTY1,2018-10-16,13:44:59,10575.0000,10589.9004,10574.2002,10587.3496,123600,20900476
NIFTY1,2018-10-16,13:59:59,10588.0000,10596.2002,10587.0000,10593.0996,192450,20910524
NIFTY1,2018-10-16,14:14:59,10593.0996,10599.0000,10582.5000,10588.9004,225675,20885400
NIFTY1,2018-10-16,14:29:59,10589.3496,10595.0000,10575.0000,10593.0498,179475,20923276
NIFTY1,2018-10-16,14:44:59,10593.0498,10597.0000,10578.0498,10579.7998,168375,20919750
NIFTY1,2018-10-16,14:59:59,10580.6504,10586.9502,10572.0498,10574.7998,177225,20895224
NIFTY1,2018-10-16,15:14:59,10575.0000,10594.9502,10575.0000,10594.0000,350325,20896050
NIFTY1,2018-10-16,15:29:59,10594.0000,10596.7998,10584.2500,10587.0000,607800,20853376
NIFTY1,2018-10-17,09:29:59,10690.0000,10695.0000,10647.9004,10654.0000,1224075,20857200
NIFTY1,2018-10-17,09:44:59,10654.0000,10667.1504,10640.0000,10646.2002,618600,20929950
NIFTY1,2018-10-17,09:59:59,10646.4502,10657.0000,10623.3496,10629.2002,597375,20965800
NIFTY1,2018-10-17,10:14:59,10628.7002,10638.2002,10612.0996,10636.0000,517950,21042300
NIFTY1,2018-10-17,10:29:59,10636.5000,10646.0498,10627.0000,10632.0498,279225,21095850
NIFTY1,2018-10-17,10:44:59,10631.9004,10632.0996,10602.0000,10610.5498,467625,21164176
NIFTY1,2018-10-17,10:59:59,10610.0000,10621.8496,10608.0000,10613.2500,250950,21205650
NIFTY1,2018-10-17,11:14:59,10612.5000,10613.2002,10590.2002,10605.0000,468750,21241876
NIFTY1,2018-10-17,11:29:59,10605.2998,10618.0000,10594.0498,10596.8496,287625,21269100
NIFTY1,2018-10-17,11:44:59,10596.8496,10598.3496,10562.6504,10570.2002,667350,21188700
NIFTY1,2018-10-17,11:59:59,10570.1504,10592.9004,10565.7500,10589.0498,374025,21145650
NIFTY1,2018-10-17,12:14:59,10589.2998,10605.0000,10586.1504,10603.7002,399000,21119924
NIFTY1,2018-10-17,12:29:59,10602.2002,10618.0000,10590.5000,10595.0996,355875,21106950
NIFTY1,2018-10-17,12:44:59,10596.5996,10604.0000,10582.9004,10589.5996,270075,21122776
NIFTY1,2018-10-17,12:59:59,10586.3496,10595.8496,10575.4502,10585.0000,218700,21132524
NIFTY1,2018-10-17,13:14:59,10585.0000,10585.0000,10546.0996,10558.0000,602925,21105150
NIFTY1,2018-10-17,13:29:59,10558.0000,10567.2998,10525.0000,10526.0000,588375,21124350
NIFTY1,2018-10-17,13:44:59,10525.7002,10544.2998,10518.1504,10536.5996,427050,21130200
NIFTY1,2018-10-17,13:59:59,10537.2998,10546.5000,10528.0000,10533.7500,248925,21141450
NIFTY1,2018-10-17,14:14:59,10533.7500,10535.5000,10505.0000,10525.9004,473250,21162076
NIFTY1,2018-10-17,14:29:59,10525.9004,10528.5498,10492.0498,10497.6504,547875,21172576
NIFTY1,2018-10-17,14:44:59,10498.0996,10502.9004,10460.0000,10495.0498,814275,21146924
NIFTY1,2018-10-17,14:59:59,10497.5498,10502.0000,10468.5000,10479.0000,365400,21149476
NIFTY1,2018-10-17,15:14:59,10477.0000,10478.0000,10424.7998,10435.6504,880875,21097724
NIFTY1,2018-10-17,15:29:59,10445.7998,10454.0000,10430.0000,10446.5000,811275,21071476
NIFTY1,2018-10-17,15:44:59,10445.9502,10445.9502,10445.9502,10445.9502,1275,21071476
NIFTY1,2018-10-19,09:29:59,10337.0000,10388.4502,10325.0000,10372.2998,1735575,20330024
NIFTY1,2018-10-19,09:44:59,10374.5996,10374.5996,10313.9502,10327.1504,1101150,20417776
NIFTY1,2018-10-19,09:59:59,10325.7002,10353.0000,10323.4004,10348.9502,616200,20567324
NIFTY1,2018-10-19,10:14:59,10348.4502,10370.0000,10340.0000,10367.5996,537900,20610750
NIFTY1,2018-10-19,10:29:59,10367.9502,10373.4004,10326.5000,10326.5000,561075,20584500
NIFTY1,2018-10-19,10:44:59,10326.9004,10337.6504,10310.5000,10314.6504,461925,20602124
NIFTY1,2018-10-19,10:59:59,10313.0498,10323.5996,10300.0498,10309.4004,574500,20601524
NIFTY1,2018-10-19,11:14:59,10309.4004,10314.8496,10290.0996,10312.0000,444825,20584050
NIFTY1,2018-10-19,11:29:59,10312.0000,10349.0000,10310.4502,10343.9502,634050,20557724
NIFTY1,2018-10-19,11:44:59,10343.3496,10356.4004,10336.0498,10343.2002,527775,20601076
NIFTY1,2018-10-19,11:59:59,10344.4502,10350.0000,10322.3496,10341.5000,387450,20655150
NIFTY1,2018-10-19,12:14:59,10340.0000,10353.2002,10334.0000,10339.0000,251325,20724976
NIFTY1,2018-10-19,12:29:59,10339.0000,10348.7998,10317.0000,10321.2998,260175,20712976
NIFTY1,2018-10-19,12:44:59,10321.2998,10332.0000,10308.5498,10327.9502,324825,20735850
NIFTY1,2018-10-19,12:59:59,10326.0000,10339.8496,10311.2998,10335.0000,231525,20735776
NIFTY1,2018-10-19,13:14:59,10335.0000,10340.0996,10313.5000,10316.1504,177000,20690624
NIFTY1,2018-10-19,13:29:59,10316.1504,10319.1504,10280.5996,10292.2002,677400,20676676
NIFTY1,2018-10-19,13:44:59,10292.1504,10294.4004,10266.6504,10269.9004,467925,20740424
NIFTY1,2018-10-19,13:59:59,10268.0000,10272.0996,10246.3496,10249.2500,603225,20708324
NIFTY1,2018-10-19,14:14:59,10248.9502,10283.7998,10247.9502,10269.0498,533850,20681324
NIFTY1,2018-10-19,14:29:59,10269.7500,10307.5000,10254.0000,10303.0996,684675,20698200
NIFTY1,2018-10-19,14:44:59,10304.4502,10323.9502,10285.0498,10285.4502,744225,20686650
NIFTY1,2018-10-19,14:59:59,10285.1504,10293.4502,10265.1504,10274.0000,452925,20677350
NIFTY1,2018-10-19,15:14:59,10274.0000,10313.9004,10274.0000,10300.8496,634950,20719724
NIFTY1,2018-10-19,15:29:59,10300.0000,10314.9004,10291.0996,10314.9004,765600,20661600
NIFTY1,2018-10-19,15:44:59,10314.0000,10314.0000,10314.0000,10314.0000,150,20661600
NIFTY1,2018-10-22,09:29:59,10405.0000,10405.0000,10325.0498,10327.0000,1247550,19697776
NIFTY1,2018-10-22,09:44:59,10327.0996,10341.9004,10293.0498,10309.5000,705300,19850400
NIFTY1,2018-10-22,09:59:59,10311.0000,10311.2500,10277.6504,10308.0000,721875,19973176
NIFTY1,2018-10-22,10:14:59,10306.5498,10330.0000,10292.2998,10322.0498,563550,20056800
NIFTY1,2018-10-22,10:29:59,10323.0498,10335.0000,10294.4502,10295.1504,598875,20071576
NIFTY1,2018-10-22,10:44:59,10296.0000,10325.0000,10294.5996,10305.7002,468300,20108250
NIFTY1,2018-10-22,10:59:59,10304.4502,10316.0000,10297.0000,10300.2998,315900,20117776
NIFTY1,2018-10-22,11:14:59,10302.3496,10322.0000,10302.3496,10310.0000,314100,20113576
NIFTY1,2018-10-22,11:29:59,10310.0000,10318.9004,10303.5000,10308.5000,200700,20142224
NIFTY1,2018-10-22,11:44:59,10310.0000,10327.9502,10297.7998,10323.0498,371100,20142600
NIFTY1,2018-10-22,11:59:59,10325.5000,10339.7998,10323.0000,10335.5000,455250,20093324
NIFTY1,2018-10-22,12:14:59,10335.5000,10357.9502,10327.0000,10351.0996,458475,20096700
NIFTY1,2018-10-22,12:29:59,10351.9004,10364.2002,10334.0996,10335.2998,453300,20144024
NIFTY1,2018-10-22,12:44:59,10337.0000,10349.0000,10328.7002,10332.0000,239550,20199076
NIFTY1,2018-10-22,12:59:59,10332.0000,10336.6504,10307.0000,10318.4004,456075,20248350
NIFTY1,2018-10-22,13:14:59,10318.2500,10336.0000,10310.0996,10329.0000,272925,20330700
NIFTY1,2018-10-22,13:29:59,10329.0000,10333.5000,10320.0000,10323.7002,282600,20477476
NIFTY1,2018-10-22,13:44:59,10323.7002,10327.9004,10287.1504,10296.5498,686775,20659200
NIFTY1,2018-10-22,13:59:59,10296.5498,10323.2002,10288.5000,10311.2998,598425,19785600
NIFTY1,2018-10-22,14:14:59,10310.5000,10322.0000,10296.2998,10301.6504,355125,19809524
NIFTY1,2018-10-22,14:29:59,10302.0000,10312.9004,10288.0000,10305.0000,421350,19865024
NIFTY1,2018-10-22,14:44:59,10305.0000,10317.9004,10271.0996,10286.0000,714000,19971300
NIFTY1,2018-10-22,14:59:59,10286.0000,10286.7500,10260.9004,10269.0498,637725,20124000
NIFTY1,2018-10-22,15:14:59,10269.0498,10270.0000,10206.0000,10217.4004,1156125,20178524
NIFTY1,2018-10-22,15:29:59,10217.0498,10239.5996,10211.0000,10239.5996,874050,20314950
NIFTY1,2018-10-22,15:44:59,10237.5498,10237.5498,10237.5498,10237.5498,1575,20314950
NIFTY1,2018-10-23,09:29:59,10160.0000,10192.0000,10142.2998,10161.7002,1773225,17567176
NIFTY1,2018-10-23,09:44:59,10163.0996,10163.0996,10147.0996,10160.3496,770325,17903476
NIFTY1,2018-10-23,09:59:59,10157.9502,10182.9004,10156.0996,10182.9004,1045650,18219976
NIFTY1,2018-10-23,10:14:59,10181.5000,10187.0000,10171.4004,10187.0000,608100,17848650
NIFTY1,2018-10-23,10:29:59,10187.0000,10216.2002,10181.0996,10187.5996,778500,17945250
NIFTY1,2018-10-23,10:44:59,10188.9502,10210.0000,10183.5000,10198.0000,527100,17030924
NIFTY1,2018-10-23,10:59:59,10197.0000,10198.0000,10176.0000,10182.9502,604350,17235750
NIFTY1,2018-10-23,11:14:59,10182.9502,10189.0000,10176.5000,10187.0498,498450,17518276
NIFTY1,2018-10-23,11:29:59,10187.0498,10189.4502,10171.1504,10171.7998,328275,17605650
NIFTY1,2018-10-23,11:44:59,10171.9502,10176.9502,10158.1504,10170.3496,488025,17740276
NIFTY1,2018-10-23,11:59:59,10170.3496,10178.2002,10161.9004,10170.0996,414225,17934000
NIFTY1,2018-10-23,12:14:59,10170.0996,10179.2002,10165.2998,10172.0000,305100,17740650
NIFTY1,2018-10-23,12:29:59,10172.0000,10185.0000,10169.2500,10177.5498,343875,17817076
NIFTY1,2018-10-23,12:44:59,10178.0000,10184.0000,10171.0000,10178.0000,309375,17956124
NIFTY1,2018-10-23,12:59:59,10178.0000,10182.4502,10146.2002,10148.0498,502875,18125776
NIFTY1,2018-10-23,13:14:59,10149.0000,10172.0996,10148.0000,10168.0000,431850,17263276
NIFTY1,2018-10-23,13:29:59,10168.7998,10170.2002,10136.0000,10143.2998,715275,17573924
NIFTY1,2018-10-23,13:44:59,10142.4004,10146.2500,10113.0996,10116.9502,992475,17874676
NIFTY1,2018-10-23,13:59:59,10116.9004,10123.4502,10100.0996,10111.4502,1015275,18084750
NIFTY1,2018-10-23,14:14:59,10111.5996,10132.3496,10105.8496,10125.0000,685650,18268800
NIFTY1,2018-10-23,14:29:59,10125.9502,10130.0000,10092.5498,10110.7002,711075,18387900
NIFTY1,2018-10-23,14:44:59,10108.9004,10167.0000,10106.7002,10155.1504,1176825,18440400
NIFTY1,2018-10-23,14:59:59,10156.2500,10159.9502,10113.0000,10113.0000,744975,18504076
NIFTY1,2018-10-23,15:14:59,10112.5498,10152.0000,10108.0000,10151.0000,767700,18642976
NIFTY1,2018-10-23,15:29:59,10151.0000,10182.5000,10136.0996,10181.0000,1143450,18937576
NIFTY1,2018-10-23,15:44:59,10181.9004,10181.9004,10181.9004,10181.9004,525,18937576
NIFTY1,2018-10-24,09:29:59,10262.5000,10277.9502,10237.0000,10237.0000,1471350,13062075
NIFTY1,2018-10-24,09:44:59,10237.1504,10243.0000,10218.0000,10227.9502,630000,13184775
NIFTY1,2018-10-24,09:59:59,10227.9502,10234.5000,10201.5498,10210.0996,613425,13282050
NIFTY1,2018-10-24,10:14:59,10210.0996,10223.2998,10196.1504,10219.9004,558300,13385175
NIFTY1,2018-10-24,10:29:59,10219.9004,10223.0000,10201.0996,10213.0000,477825,13546950
NIFTY1,2018-10-24,10:44:59,10213.4502,10214.7002,10171.0000,10192.5498,783600,13685550
NIFTY1,2018-10-24,10:59:59,10192.0000,10192.0000,10166.0000,10169.2998,531750,13865625
NIFTY1,2018-10-24,11:14:59,10168.9502,10183.9502,10156.2998,10178.0000,635400,14046825
NIFTY1,2018-10-24,11:29:59,10176.9502,10189.0996,10166.7500,10171.0498,606900,14212725
NIFTY1,2018-10-24,11:44:59,10171.0498,10193.5996,10169.0000,10177.0000,463500,14312850
NIFTY1,2018-10-24,11:59:59,10179.0000,10198.4502,10175.0000,10195.0000,377325,14389275
NIFTY1,2018-10-24,12:14:59,10194.9004,10210.6504,10193.5498,10199.9004,675450,14503950
NIFTY1,2018-10-24,12:29:59,10199.9004,10204.9502,10190.0000,10191.0000,279150,14489850
NIFTY1,2018-10-24,12:44:59,10189.0000,10195.8496,10177.0498,10195.7500,298500,14489625
NIFTY1,2018-10-24,12:59:59,10194.5996,10202.0000,10180.0498,10182.1504,316575,14502525
NIFTY1,2018-10-24,13:14:59,10180.2500,10197.7002,10173.0000,10192.0498,2001600,15385575
NIFTY1,2018-10-24,13:29:59,10193.0000,10227.4004,10189.9502,10213.2500,660525,16067925
NIFTY1,2018-10-24,13:44:59,10213.1504,10223.9004,10203.5996,10215.9004,256125,16102575
NIFTY1,2018-10-24,13:59:59,10215.9004,10215.9004,10152.2002,10159.5996,1034100,16166250
NIFTY1,2018-10-24,14:14:59,10159.0498,10159.5996,10122.2500,10141.4502,1139175,16399500
NIFTY1,2018-10-24,14:29:59,10141.8496,10154.2998,10116.5996,10144.0996,630600,16524600
NIFTY1,2018-10-24,14:44:59,10145.0000,10176.0000,10118.4502,10174.0000,568650,16430475
NIFTY1,2018-10-24,14:59:59,10173.7500,10224.2998,10160.0000,10207.5000,956100,15699750
NIFTY1,2018-10-24,15:14:59,10206.7002,10246.7500,10188.0000,10241.4502,883425,15505500
NIFTY1,2018-10-24,15:29:59,10242.4502,10243.7500,10227.0498,10237.0000,984225,14725875
NIFTY1,2018-10-24,15:44:59,10241.5000,10241.5000,10241.5000,10241.5000,5250,14725875
NIFTY1,2018-10-25,09:29:59,10140.0000,10164.7002,10127.0000,10146.9502,1036050,9378750
NIFTY1,2018-10-25,09:44:59,10146.9502,10159.0000,10140.2002,10153.3496,740850,9630750
NIFTY1,2018-10-25,09:59:59,10153.7500,10154.9502,10122.6504,10132.4004,707550,9887700
NIFTY1,2018-10-25,10:14:59,10132.7998,10141.4004,10131.0000,10136.0996,400725,9968025
NIFTY1,2018-10-25,10:29:59,10137.0000,10142.0000,10119.0000,10123.0000,834675,10497525
NIFTY1,2018-10-25,10:44:59,10123.0000,10123.0000,10073.0000,10087.5498,1245225,10695150
NIFTY1,2018-10-25,10:59:59,10087.0000,10102.0000,10080.0996,10100.5996,588975,10872375
NIFTY1,2018-10-25,11:14:59,10098.0996,10113.3496,10094.7500,10096.0498,469575,11059575
NIFTY1,2018-10-25,11:29:59,10096.0498,10106.4004,10088.0498,10105.9004,401250,11201250
NIFTY1,2018-10-25,11:44:59,10106.1504,10117.8496,10097.8496,10113.0000,461175,11313900
NIFTY1,2018-10-25,11:59:59,10113.0000,10130.0000,10112.5996,10119.0498,424275,11409750
NIFTY1,2018-10-25,12:14:59,10119.0498,10122.0000,10107.0000,10119.0000,396525,11511375
NIFTY1,2018-10-25,12:29:59,10120.0000,10127.7002,10106.5996,10114.4004,327375,11604825
NIFTY1,2018-10-25,12:44:59,10112.9004,10114.0000,10092.2998,10106.0000,489825,11622300
NIFTY1,2018-10-25,12:59:59,10106.0000,10138.8496,10105.4004,10134.2998,564000,11613975
NIFTY1,2018-10-25,13:14:59,10133.7500,10148.2500,10127.9502,10144.7002,358425,11476125
NIFTY1,2018-10-25,13:29:59,10145.0000,10163.0000,10140.0498,10157.5498,436575,11265375
NIFTY1,2018-10-25,13:44:59,10156.0000,10172.0996,10141.5000,10144.2500,531375,11260875
NIFTY1,2018-10-25,13:59:59,10142.5996,10157.9502,10128.0000,10140.0000,435900,11155500
NIFTY1,2018-10-25,14:14:59,10139.2998,10150.0000,10122.0996,10135.3496,497475,11213700
NIFTY1,2018-10-25,14:29:59,10135.7500,10164.5498,10135.7500,10148.0000,384075,11211975
NIFTY1,2018-10-25,14:44:59,10148.0000,10155.9502,10130.0000,10142.9004,343725,11059875
NIFTY1,2018-10-25,14:59:59,10142.9004,10153.5498,10137.5996,10142.5996,422700,11143200
NIFTY1,2018-10-25,15:14:59,10142.5996,10146.4004,10112.0000,10119.0000,775125,10983450
NIFTY1,2018-10-25,15:29:59,10115.0000,10127.0498,10113.0000,10124.2002,798825,11005725
NIFTY1,2018-10-25,15:44:59,10124.2002,10124.2002,10124.2002,10124.2002,300,11005725
NIFTY1,2018-10-26,09:29:59,10118.2002,10138.0000,10070.1504,10075.0000,1787325,22066950
NIFTY1,2018-10-26,09:44:59,10075.0000,10077.0000,10030.0996,10063.0000,1392000,22596976
NIFTY1,2018-10-26,09:59:59,10061.5498,10073.0000,10055.3496,10072.0000,597225,22843724
NIFTY1,2018-10-26,10:14:59,10072.0000,10089.9502,10058.0498,10082.5000,519075,22890300
NIFTY1,2018-10-26,10:29:59,10082.1504,10110.0000,10082.1504,10087.0000,654900,22927200
NIFTY1,2018-10-26,10:44:59,10088.9502,10118.0000,10087.8496,10112.0000,457950,22980900
NIFTY1,2018-10-26,10:59:59,10113.5000,10144.0000,10100.0000,10104.9502,904650,22846500
NIFTY1,2018-10-26,11:14:59,10105.4502,10116.0000,10082.0498,10111.7002,482400,22950900
NIFTY1,2018-10-26,11:29:59,10111.7002,10118.2002,10087.5000,10099.0000,245475,23022524
NIFTY1,2018-10-26,11:44:59,10099.0000,10121.0000,10098.2500,10120.0000,199650,23037224
NIFTY1,2018-10-26,11:59:59,10119.9004,10123.6504,10107.0000,10117.9502,176700,23053050
NIFTY1,2018-10-26,12:14:59,10117.6504,10170.0000,10108.0000,10145.0000,908925,22962600
NIFTY1,2018-10-26,12:29:59,10144.5498,10177.0000,10136.7002,10155.4502,707775,22913550
NIFTY1,2018-10-26,12:44:59,10154.1504,10162.0000,10140.5000,10151.2002,263700,22956976
